id,name,distance_ly,constellation,ra_deg,dec_deg,spectral_class,mass_msun,app_mag,abs_mag,parallax_mas
lp-415-302,LP 415-302,38.8,,69.88142083333334,16.2583975,M5.5Ve,0.1,15.7,15.4,83.995
ross-46,Ross 46,38.8,,83.7166375,13.877879166666666,M3V,0.33,,,83.971
lambda-serpentis,Lambda Serpentis,38.9,,236.60990833333335,7.352758611111111,G0-V,1.14,4.4,4,83.921
g-109-55,G 109-55,38.9,,109.08222916666666,27.141645555555556,M3V,0.4,,,83.876
g-184-31,G 184-31,38.9,,282.4764666666667,18.67338861111111,M4.5V,0.2,,,83.786
v*-ds-leo,DS Leonis,38.9,,165.66046666666668,21.966909166666664,M1.0V,0.58,9.6,9.2,83.764
wise-0647−6232,WISE 0647−6232,39,,101.84677916666666,-62.54319888888889,Y1,0.015,,,83.73
gliese-180,Gliese 180,39,,73.46019166666666,-17.77628361111111,M3 Vc,0.39,10.9,10.5,83.69
ucac4-439-049099,UCAC4 439-049099,39,,140.4513625,-2.328676388888889,M2.5V,0.4,12.1,11.7,83.678
l-504-27,L 504-27,39,,354.2244625,-36.480760833333335,M4,0.3,13.7,13.3,83.676
gliese-96,Gliese 96,39,,35.56245833333333,47.88021333333334,M0V,0.57,,,83.661
lspm-j1731-2721,LSPM J1731+2721,39,,262.8734958333333,27.355330000000002,L0 D,0.07,,,83.654
g-208-42,G 208-42,39.1,,297.790025,46.48457361111111,M4.0V,0.3,,,83.494
wt-2458,WT 2458,39.2,,146.49191249999998,-32.89101861111111,M4.5,0.2,14.1,13.7,83.25
ross-149,Ross 149,39.2,,279.08096666666665,13.608565277777778,M4V,0.3,12.5,12.1,83.144
wolf-654,Wolf 654,39.3,,257.89601250000004,38.442545555555554,M4V,0.36,,,83.069
scr-j1746-3214,SCR J1746-3214,39.3,,266.6705208333333,-32.23412638888889,M5.1V,0.12,15.6,15.2,82.98
g-247-15,G 247-15,39.3,,63.076037500000005,64.73018083333334,M4,0.3,,,82.903
bd-44-3567,Gliese 806,39.3,,311.26978749999995,44.50027277777778,M1.5 V,0.44,10.7,10.3,82.89
l-570-29,L 570-29,39.4,,324.6875,-33.66763888888889,M4,0.3,12.6,12.2,82.677
g-221-5,G 221-5,39.5,,47.771962499999994,73.76736027777778,M6,0.1,,,82.661
2mass-j0914-4134,2MASS J0914-4134,39.6,,138.569375,-41.574801944444445,,0.1,15,14.6,82.46
lp-335-12,LP 335-12,39.6,,279.88827499999996,29.87025722222222,M6.5Ve,0.1,18.2,17.8,82.356
gliese-192,Gliese 192,39.6,,78.17729166666668,19.66672527777778,M0V C,0.6,10.7,10.3,82.31
2mass-j00470038-6803543,2MASS J00470038+6803543,39.6,,11.7516125,68.06510194444444,L9pec,0.02,,,82.3
hd-72673,HD 72673,39.7,,128.20879166666668,-31.497463055555556,K1V,0.75,6.4,5.9,82.208
g-32-5,G 32-5,39.7,,3.9580333333333333,13.557663055555556,M3V,0.241,12.6,12.2,82.194
l-425-35,L 425-35,39.7,,322.70480416666663,-40.7143875,M4V,0.3,13.2,12.8,82.092
g-177-25,G 177-25,39.8,,197.54842499999998,47.752447777777775,M5.0V,0.2,,,82.039
2mass-j06244595-4521548,2MASS J0624-4521,39.8,,96.19124166666667,-45.363528333333335,L6.5,0.03,,,82.025
wt-1827,WT 1827,39.8,,160.753,-9.209721666666667,M5.5V,0.1,15.1,14.7,82.001
gliese-1210,Gliese 1210,39.8,,256.92025416666667,7.368537777777777,M5V C,0.2,,,82
gaia-edr3-4039831777499368960,Gaia EDR3 4039831777499368960,39.9,,266.7535666666667,-37.69815277777777,,0.02,,,81.77
l-18-22,L 18-22,39.9,,185.14034583333336,-82.4326513888889,M4,0.3,12.2,11.7,81.75
g-181-39,G 181-39,39.9,,259.9713625,41.71011694444445,M2V,0.5,,,81.739
g-182-36,G 182-36,39.9,,270.6937541666667,37.51241777777778,dM5.0,,,,81.739
l-228-92,L 228-92,40,,54.734075,-52.56861583333334,M4.5,0.2,14.4,14,81.61
lp-292-67,LP 292-67,40,,5.1282625,33.08128055555556,M5.5V,0.1,,,81.572
gliese-3707,Gliese 3707,40,,182.52308333333335,-15.074546944444444,M3.5 V,0.3,12.1,11.6,81.57
lawd-34,LAWD 34,40,,164.39275416666666,-7.522698888888889,DA5n,0.7,14.3,13.9,81.508
hd-37394,V538 Aurigae,40,,85.33476666666667,53.47873138888889,K1,0.871,6.2,5.8,81.499
hd-233153,HD 233153,40,,85.37809583333333,53.48750972222222,M1.0V,0.5,,,81.464
zeta-herculis-a,Zeta Herculis A,35,,250.32150416666667,31.60271861111111,F9 IV,1.45,2.8,2.7,93.32
zeta-herculis-b,Zeta Herculis B,35,,250.32150416666667,31.60271861111111,G7 V,0.98,2.8,,93.32
gliese-669-a,Gliese 669 A,35.076,,259.9748333333333,26.502411944444443,M3.5V,0.3,11.3,11.2,92.986
gliese-669-b,Gliese 669 B,35.076,,259.9748333333333,26.502411944444443,M4.5V,0.2,11.3,11.2,92.986
gliese-86-a,Gliese 86 A,35.099,,32.62296666666666,-50.820905833333335,K1V,0.88,6.1,5.9,92.925
gliese-86-b,Gliese 86 B,35.099,,32.62296666666666,-50.820905833333335,DQ6,0.49,6.1,-0.2,92.925
gliese-617-a,Gliese 617 A,35.117,,244.17241666666666,67.23921583333333,M0Ve,0.6,,,92.877
gliese-617-b,Gliese 617 B,35.117,,244.17241666666666,67.23921583333333,M3.0Ve,0.4,,,92.877
hr-9038-aa,HR 9038 Aa,35.54,,358.1114083333334,75.54465555555555,K3V,0.7,11.7,11.5,91.772
hr-9038-ab,HR 9038 Ab,35.54,,358.1114083333334,75.54465555555555,K3V,0.67,11.7,11.5,91.772
hr-9038-b,HR 9038 B,35.54,,358.1114083333334,75.54465555555555,M2,0.5,11.7,11.5,91.772
delta-trianguli-a,Delta Trianguli A,35.587,,34.26965416666667,34.22313611111111,G0.5V,1,,,91.65
delta-trianguli-b,Delta Trianguli B,35.587,,34.26965416666667,34.22313611111111,K4,0.7,,,91.65
gliese-228-a,Gliese 228 A,35.587,,92.7283875,10.318054166666666,M2.5V,0.4,10.4,10.2,91.65
gliese-228-b,Gliese 228 B,35.587,,92.7283875,10.318054166666666,M2.5V,0.08,10.4,10.2,91.65
gliese-9492-a,Gliese 9492 A,35.654,,220.5866375,66.05561861111111,M3 V,0.41,10.7,10.5,91.479
gliese-9492-b,Gliese 9492 B,35.654,,220.5866375,66.05561861111111,L0,0.07,16,15.8,91.479
hd-115404-a,HD 115404 A,35.834,,199.21570416666668,17.016001666666668,K2V,0.7,6.7,6.5,91.018
hd-115404-b,HD 115404 B,35.834,,199.21570416666668,17.016001666666668,M0.5 V,0.542,6.7,,91.018
wolf-1561-a,Wolf 1561 A,36.044,,334.3269875,-8.804702777777779,M4V,0.3,,,90.489
wolf-1561-b,Wolf 1561 B,36.044,,334.3269875,-8.804702777777779,M5V,0.2,,,90.489
54-piscium-a,54 Piscium A,36.23,,9.838666666666667,21.248833055555558,K0 V,0.76,5.9,5.7,90.025
54-piscium-b,54 Piscium B,36.23,,9.838666666666667,21.248833055555558,T7.5,0.051,5.9,-0.2,90.025
theta-persei-a,Theta Persei A,36.367,,41.05222916666666,49.228051944444445,F8V,1.138,4.1,3.9,89.685
theta-persei-b,Theta Persei B,36.367,,41.05222916666666,49.228051944444445,M1.5V,0.521,9.9,9.6,89.685
bd-47-2112-a,BD+47 2112 A,36.4,,210.641825,46.33971666666667,M2V,0.5,,,89.602
bd-47-2112-b,BD+47 2112 B,36.4,,210.641825,46.33971666666667,M2.5V,0.4,,,89.602
11-leonis-minoris-a,11 Leonis Minoris A,36.643,,143.9106375,35.80898111111111,G8Va,0.964,5.3,5.1,89.009
11-leonis-minoris-b,11 Leonis Minoris B,36.643,,143.9106375,35.80898111111111,M4,0.23,5.3,,89.009
pm-j19515-3510-a,PM J19515-3510 A,36.976,,297.9013958333333,-35.17664555555555,M4 D,0.4,,,88.207
pm-j19515-3510-b,PM J19515-3510 B,36.976,,297.9013958333333,-35.17664555555555,M4 D,0.2,,,88.207
ross-52-a,Ross 52 A,37.274,,223.46083333333334,23.556241111111113,M3V,0.4,11.7,11.4,87.501
ross-52-b,Ross 52 B,37.274,,223.46083333333334,23.556241111111113,M4,0.2,11.7,11.4,87.501
gliese-3417-a,Gliese 3417 A,37.476,,104.49100416666667,62.319720000000004,M6 V,0.16,,,87.031
gliese-3417-b,Gliese 3417 B,37.476,,104.49100416666667,62.319720000000004,M5 V,0.12,,,87.031
gliese-494-a,Gliese 494 A,37.532,,195.19115416666665,12.375595,M0V,0.511,9.8,9.4,86.901
gliese-494-b,Gliese 494 B,37.532,,195.19115416666665,12.375595,M7V,0.09,9.8,,86.901
gliese-494-c,ULAS J130041.74+122114.7,37.532,,195.19115416666665,12.375595,T8.5p,0.01,,,86.901
ads-48-a,ADS 48 A,37.575,,1.4266208333333334,45.81137388888889,K6V C,0.5,8.8,8.5,86.8
ads-48-b,ADS 48 B,37.575,,1.4266208333333334,45.81137388888889,M0.5V,0.53,9,8.7,86.8
ads-48-f,ADS 48 F,37.575,,1.4266208333333334,45.81137388888889,M2Ve,0.49,8.8,-0.3,86.8
hd-75632-a,HD 75632 A,37.77,,133.83536249999997,70.79295083333334,M1V,0.6,8.9,8.6,86.354
hd-75632-b,HD 75632 B,37.77,,133.83536249999997,70.79295083333334,M1V,0.5,8.9,8.6,86.354
l-43-72-a,L 43-72 A,38.087,,272.81496250000004,-78.98833527777778,M4.5 D,0.1,,,85.634
l-43-72-b,L 43-72 B,38.087,,272.81496250000004,-78.98833527777778,M4.5 D,0.1,,,85.634
zeta-doradus-a,Zeta Doradus A,38.137,,76.3774875,-57.47218055555556,F9VFe-0.5,1.07,4.7,4.4,85.523
zeta-doradus-b,Zeta Doradus B,38.137,,76.3774875,-57.47218055555556,F9VFe-0.5,0.53,8.9,8.6,85.523
gliese-572-a,Gliese 572 A,38.186,,225.23299583333335,45.42773305555556,M0V,0.6,,,85.412
gliese-572-b,Gliese 572 B,38.186,,225.23299583333335,45.42773305555556,K7V,0.7,,,85.412
gliese-414-a,Gliese 414 A,38.747,,167.77460416666668,30.44514138888889,K7V,0.65,8.9,8.5,84.177
gliese-414-b,Gliese 414 B,38.747,,167.77460416666668,30.44514138888889,M2V,0.5,10,9.6,84.177
bug-5-a,BUG 5 A,39.022,,256.8480333333333,-5.9735925000000005,M9Ve,0.06,,,83.582
bug-5-b,BUG 5 B,39.022,,256.8480333333333,-5.9735925000000005,L3 C,,,,83.582
gamma-virginis-a,Gamma Virginis A,39.205,,190.41245416666666,-1.4490230555555557,F1-F2V,1.56,3.4,3,83.193
gamma-virginis-b,Gamma Virginis B,39.205,,190.41245416666666,-1.4490230555555557,F0mF2V,1.5,3.5,3.1,83.193
zeta-trianguli-australis-a,Zeta Trianguli Australis A,39.358,,247.11989583333332,-70.08390972222222,F9V,1.12,4.9,4.5,82.87
zeta-trianguli-australis-b,Zeta Trianguli Australis B,39.358,,247.11989583333332,-70.08390972222222,F9V,0.4,4.9,-0.4,82.87
hd-99279-a,HD 99279 A,39.52,,171.16830416666667,-61.64758666666667,K5-V,0.79,7.5,7.1,82.53
hd-99279-b,HD 99279 B,39.52,,171.16830416666667,-61.64758666666667,K7,0.62,8.6,8.3,82.53
l-34-26,L 34-26,35.519,,117.3008625,-76.70272277777778,M3Ve,0.3,11.3,11.1,91.826
l-34-26-b,WISE 0751-7634,35.519,,117.3008625,-76.70272277777778,T9 C,0.02,,,91.826
cd-56-1032a,CD-56 1032A,36.172,,73.381025,-55.85996527777778,M3Ve,0.4,10.8,10.6,90.168
cd-56-1032a-b,CD-56 1032B,36.172,,73.381025,-55.85996527777778,M4Ve,0.3,13.9,13.7,90.168
gliese-4048,Gliese 4048,37.059,,274.5155416666667,38.77115777777777,M3V,0.32,11.9,11.6,88.011
gliese-4048-b,Gliese 4049,37.059,,274.5155416666667,38.77115777777777,M4V,0.3,13.5,13.2,88.011
v2689-orionis,V2689 Orionis,37.262,,84.12913333333333,11.327618333333334,K6V C,0.646,8.9,8.6,87.53
v2689-orionis-b,PM J05366+1117,37.262,,84.12913333333333,11.327618333333334,M4.0V,0.3,12.6,12.3,87.53
delta-capricorni,Delta Capricorni Aa,37.951,,326.7613958333334,-16.12860722222222,A7m III,2,2.8,2.5,85.941
delta-capricorni-ab,Delta Capricorni Ab,37.951,,326.7613958333334,-16.12860722222222,,,,,85.941
delta-capricorni-b,Delta Capricorni Ab,37.951,,326.7613958333334,-16.12860722222222,K/G,0.73,,,85.941
l-645-74,L 645-74,38.654,,339.60279583333335,-29.355050833333333,M2,0.4,11,10.6,84.378
l-645-74-b,L 645-73,38.654,,339.60279583333335,-29.355050833333333,M3.5,0.3,13.6,13.2,84.378
g-236-1,G 236-1,38.677,,145.6364458333333,70.03267416666667,M2.5V,0.4,10.6,10.2,84.328
g-236-1-b,G 236-2,38.677,,145.6364458333333,70.03267416666667,M3.5V,0.3,,,84.328
eggr-438,EGGR 438,38.685,,207.00533750000002,23.580123333333333,DC9,0.6,,,84.311
eggr-438-b,LP 380-6,38.685,,207.00533750000002,23.580123333333333,M5V,0.1,,,84.311
iota-pegasi,Iota Pegasi A,38.826,,331.754225,25.345220833333332,F5V,1.33,3.8,3.4,84.005
iota-pegasi-b,Iota Pegasi B,38.826,,331.754225,25.345220833333332,G8V,0.82,,,84.005
ucac4-203-192840,UCAC4 203-192840,38.894,,340.081075,-49.51714694444444,M5.5,0.1,14.4,14,83.858
ucac4-203-192840-b,UCAC4 203-192841,38.894,,340.081075,-49.51714694444444,,0.1,,,83.858
eggr-52,EGGR 52 A,39.07,,112.69715416666668,48.17405888888889,DA+DA,0.6,,,83.48
eggr-52-b,EGGR 52 B,39.07,,112.69715416666668,48.17405888888889,DA,0.6,,,83.48
g-148-47,G 148-47,39.078,,185.36039166666666,30.642659444444444,M4.5e,0.2,,,83.463
g-148-47-b,G 148-48,39.078,,185.36039166666666,30.642659444444444,M5,0.2,,,83.463
vv-lyncis,VV Lyncis A,39.117,,112.98912916666666,36.218376944444444,M2.5V C,0.4,11.7,11.3,83.379
vv-lyncis-b,VV Lyncis B,39.117,,112.98912916666666,36.218376944444444,,0.2,,,83.379
vv-lyncis-c,VV Lyncis C,39.117,,112.98912916666666,36.218376944444444,M4.0V,0.3,11.7,11.3,83.379
zeta-reticuli,Zeta Reticuli A,39.285,,49.4552875,-62.572432500000005,G2.5VHdel1,0.958,5.5,5.1,83.024
zeta-reticuli-b,Zeta Reticuli B,39.285,,49.4552875,-62.572432500000005,G1V,0.985,5.2,4.8,83.024
